RUN	botiqueClass.Boutiquee	boutiquee	1682420400605	test	3.9.0
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401270	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401268	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401267	1682420401269	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	END	1682420401295
USER	Online Boutique Home Page	END	1682420401295
USER	Online Boutique Home Page	END	1682420401295
USER	Online Boutique Home Page	END	1682420401296
USER	Online Boutique Home Page	END	1682420401296
USER	Online Boutique Home Page	END	1682420401296
USER	Online Boutique Home Page	END	1682420401296
USER	Online Boutique Home Page	END	1682420401296
USER	Online Boutique Home Page	START	1682420401296
USER	Online Boutique Home Page	START	1682420401296
USER	Online Boutique Home Page	START	1682420401296
REQUEST		To_Home	1682420401297	1682420401297	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401297	1682420401297	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401297	1682420401297	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401297
USER	Online Boutique Home Page	START	1682420401297
USER	Online Boutique Home Page	START	1682420401297
USER	Online Boutique Home Page	START	1682420401298
REQUEST		To_Home	1682420401298	1682420401298	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401298	1682420401298	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401298
USER	Online Boutique Home Page	START	1682420401298
REQUEST		To_Home	1682420401298	1682420401298	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401299
REQUEST		To_Home	1682420401299	1682420401299	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401299	1682420401299	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401299
USER	Online Boutique Home Page	START	1682420401299
REQUEST		To_Home	1682420401299	1682420401299	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401300
USER	Online Boutique Home Page	END	1682420401300
REQUEST		To_Home	1682420401300	1682420401300	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401300	1682420401300	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	END	1682420401300
USER	Online Boutique Home Page	END	1682420401300
USER	Online Boutique Home Page	START	1682420401300
USER	Online Boutique Home Page	START	1682420401300
USER	Online Boutique Home Page	END	1682420401300
USER	Online Boutique Home Page	END	1682420401300
USER	Online Boutique Home Page	END	1682420401300
REQUEST		To_Home	1682420401300	1682420401300	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	END	1682420401300
USER	Online Boutique Home Page	END	1682420401301
USER	Online Boutique Home Page	START	1682420401301
USER	Online Boutique Home Page	END	1682420401301
USER	Online Boutique Home Page	END	1682420401301
USER	Online Boutique Home Page	END	1682420401301
USER	Online Boutique Home Page	END	1682420401301
USER	Online Boutique Home Page	START	1682420401301
REQUEST		To_Home	1682420401301	1682420401301	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401301
REQUEST		To_Home	1682420401301	1682420401301	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401301	1682420401301	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401302
USER	Online Boutique Home Page	START	1682420401302
REQUEST		To_Home	1682420401302	1682420401302	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401302
REQUEST		To_Home	1682420401302	1682420401302	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401302
REQUEST		To_Home	1682420401302	1682420401302	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401302	1682420401302	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401302
USER	Online Boutique Home Page	START	1682420401302
REQUEST		To_Home	1682420401302	1682420401302	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401303
REQUEST		To_Home	1682420401303	1682420401303	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401303
REQUEST		To_Home	1682420401303	1682420401303	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401303	1682420401303	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401303
USER	Online Boutique Home Page	START	1682420401303
REQUEST		To_Home	1682420401303	1682420401303	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401303
REQUEST		To_Home	1682420401303	1682420401303	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401304
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401304
USER	Online Boutique Home Page	START	1682420401304
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401304
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401304
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401304	1682420401304	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401305
USER	Online Boutique Home Page	START	1682420401305
REQUEST		To_Home	1682420401305	1682420401305	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401305	1682420401305	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401305
USER	Online Boutique Home Page	START	1682420401305
REQUEST		To_Home	1682420401305	1682420401305	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401305	1682420401305	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401305
USER	Online Boutique Home Page	START	1682420401305
REQUEST		To_Home	1682420401306	1682420401306	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401306	1682420401306	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401306
USER	Online Boutique Home Page	START	1682420401306
REQUEST		To_Home	1682420401306	1682420401306	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401306	1682420401306	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401306
USER	Online Boutique Home Page	START	1682420401306
USER	Online Boutique Home Page	START	1682420401306
REQUEST		To_Home	1682420401306	1682420401306	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401307
REQUEST		To_Home	1682420401307	1682420401307	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401307	1682420401307	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401307	1682420401307	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401307
USER	Online Boutique Home Page	START	1682420401307
USER	Online Boutique Home Page	START	1682420401307
REQUEST		To_Home	1682420401307	1682420401307	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401307
REQUEST		To_Home	1682420401307	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401307	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401308	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401308
USER	Online Boutique Home Page	START	1682420401308
USER	Online Boutique Home Page	START	1682420401308
REQUEST		To_Home	1682420401308	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401308
REQUEST		To_Home	1682420401308	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401308	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401309
USER	Online Boutique Home Page	START	1682420401309
REQUEST		To_Home	1682420401308	1682420401308	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401309
REQUEST		To_Home	1682420401309	1682420401309	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401309
REQUEST		To_Home	1682420401309	1682420401309	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401309	1682420401309	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401309
REQUEST		To_Home	1682420401309	1682420401309	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401310
USER	Online Boutique Home Page	START	1682420401310
REQUEST		To_Home	1682420401310	1682420401310	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401310
REQUEST		To_Home	1682420401310	1682420401310	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401310	1682420401310	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401310	1682420401310	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	START	1682420401310
USER	Online Boutique Home Page	START	1682420401310
USER	Online Boutique Home Page	END	1682420401310
USER	Online Boutique Home Page	END	1682420401311
REQUEST		To_Home	1682420401311	1682420401311	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	START	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
REQUEST		To_Home	1682420401311	1682420401311	KO	j.n.UnknownHostException: onlineboutique.dev
REQUEST		To_Home	1682420401311	1682420401311	KO	j.n.UnknownHostException: onlineboutique.dev
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	START	1682420401311
USER	Online Boutique Home Page	START	1682420401311
USER	Online Boutique Home Page	END	1682420401311
USER	Online Boutique Home Page	END	1682420401311
